date,concept,cat,type,cord,usd
2009-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,2647488.68,127809.8712
2010-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,13610980.91,625792.82
2011-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,0,0
2012-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,10903890.63,454712.3368
2013-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,24818754.82,985718.9736
2014-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,203300.28,7689.9204
2015-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,15850428.26,570999.1785
2016-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,24366875.88,835983.8903
2017-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,24119244.06,788096.9611
2018-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,1337066.89,41608.2732
2019-01-01,Ministerio de Relaciones Exteriores,capital,ejecutado,1629694.96,48352.1028
2005-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,318216601.14,18672840.5137
2006-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,330519529.83,18471199.6029
2007-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,374064878.79,19909294.9247
2008-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,456558903.14,23142443.4166
2009-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,492932944.15,23796776.3784
2010-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,477919567.1,21973334.2941
2011-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,587818967.13,25739216.5874
2012-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,680198943.4,28365549.6508
2013-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,635757418.09,25250184.9586
2014-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,733085874.29,27729287.8576
2015-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,939129361.68,33831394.6596
2016-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,807421006.11,27701169.288
2017-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,892394865.0200001,29159026.6883
2018-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,874705720.75,27220025.3319
2019-01-01,Ministerio de Relaciones Exteriores,corriente,ejecutado,761701997.59,22599255.8259
2005-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,320425122.84,18802435.8061
2006-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,354453535.74,19808759.8999
2007-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,382751375.59,20371626.5587
2008-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,477065742.15,24181911.398
2009-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,495580432.83,23924586.2496
2010-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,491530548.01,22599127.1141
2011-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,587818967.13,25739216.5874
2012-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,691102834.03,28820261.9876
2013-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,660576172.91,26235903.9323
2014-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,733289174.57,27736977.778
2015-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,954979789.94,34402393.838
2016-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,831787881.99,28537153.1782
2017-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,916514109.08,29947123.6494
2018-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,876042787.64,27261633.6052
2019-01-01,Ministerio de Relaciones Exteriores,total,ejecutado,763331692.55,22647607.9288
2005-01-01,Ministerio de Salud,capital,actualizado,707090894.6,41491850.1
2006-01-01,Ministerio de Salud,capital,actualizado,719027063,40183079.1
2007-01-01,Ministerio de Salud,capital,actualizado,829015837,44123684.8
2008-01-01,Ministerio de Salud,capital,actualizado,635550211,32215306.1
2009-01-01,Ministerio de Salud,capital,actualizado,541923584,26161843.1
2010-01-01,Ministerio de Salud,capital,actualizado,318485721,14643035.6
2011-01-01,Ministerio de Salud,capital,actualizado,231403245,10132606.4
2012-01-01,Ministerio de Salud,capital,actualizado,441114617,18395292.6
2013-01-01,Ministerio de Salud,capital,actualizado,709329872,28172239.8
2014-01-01,Ministerio de Salud,capital,actualizado,1140999131,43158781.9
2015-01-01,Ministerio de Salud,capital,actualizado,1109316746,39962261
2016-01-01,Ministerio de Salud,capital,actualizado,1776040242.73,60932761.3
2017-01-01,Ministerio de Salud,capital,actualizado,2277991646,74433439.5
2018-01-01,Ministerio de Salud,capital,actualizado,1497191612.59,46591205.1
2019-01-01,Ministerio de Salud,capital,actualizado,1541022904,45721254.4
2020-01-01,Ministerio de Salud,capital,actualizado,2019957225,58603174.8
2005-01-01,Ministerio de Salud,corriente,actualizado,2027764884.02,118988544.7
2006-01-01,Ministerio de Salud,corriente,actualizado,2563573453,143266199.6
2007-01-01,Ministerio de Salud,corriente,actualizado,3133419424,166773666.7
2008-01-01,Ministerio de Salud,corriente,actualizado,4072273612,206418845.4
2009-01-01,Ministerio de Salud,corriente,actualizado,4688377801.8,226335609
2010-01-01,Ministerio de Salud,corriente,actualizado,5016291074,230634291.4
2011-01-01,Ministerio de Salud,corriente,actualizado,5644496715.42,247159298.4
2012-01-01,Ministerio de Salud,corriente,actualizado,6701827941.51,279478577.7
2013-01-01,Ministerio de Salud,corriente,actualizado,7240692398,287576388.5
2014-01-01,Ministerio de Salud,corriente,actualizado,8798379041.75,332802463.8
2015-01-01,Ministerio de Salud,corriente,actualizado,9847476105.83,354747561
2016-01-01,Ministerio de Salud,corriente,actualizado,10928228346.23,374927951
2017-01-01,Ministerio de Salud,corriente,actualizado,11981625314.19,391499935.7
2018-01-01,Ministerio de Salud,corriente,actualizado,12829368075.14,399237955.9
2019-01-01,Ministerio de Salud,corriente,actualizado,13379648521.41,396966399.9
2020-01-01,Ministerio de Salud,corriente,actualizado,14076440777,408386925
2005-01-01,Ministerio de Salud,total,actualizado,2734855778.62,160480394.8
2006-01-01,Ministerio de Salud,total,actualizado,3282600516,183449278.7
2007-01-01,Ministerio de Salud,total,actualizado,3962435261,210897351.5
2008-01-01,Ministerio de Salud,total,actualizado,4707823823,238634151.5
2009-01-01,Ministerio de Salud,total,actualizado,5230301385.8,252497452.1
2010-01-01,Ministerio de Salud,total,actualizado,5334776795,245277326.9
2011-01-01,Ministerio de Salud,total,actualizado,5875899960.42,257291904.8
2012-01-01,Ministerio de Salud,total,actualizado,7142942558.51,297873870.2
2013-01-01,Ministerio de Salud,total,actualizado,7950022270,315748628.4
2014-01-01,Ministerio de Salud,total,actualizado,9939378172.75,375961245.7
2015-01-01,Ministerio de Salud,total,actualizado,10956792851.83,394709822
2016-01-01,Ministerio de Salud,total,actualizado,12704268588.96,435860712.3
2017-01-01,Ministerio de Salud,total,actualizado,14259616960.19,465933375.2
2018-01-01,Ministerio de Salud,total,actualizado,14326559687.73,445829161
2019-01-01,Ministerio de Salud,total,actualizado,14920671425.41,442687654.4
2020-01-01,Ministerio de Salud,total,actualizado,16096398002,466990099.8
2005-01-01,Ministerio de Salud,capital,ejecutado,643735217.6,37774160.8
2006-01-01,Ministerio de Salud,capital,ejecutado,593574692.96,33172129.5
2007-01-01,Ministerio de Salud,capital,ejecutado,778520946.67,41436135.8
2008-01-01,Ministerio de Salud,capital,ejecutado,569969698.57,28891105.6
2009-01-01,Ministerio de Salud,capital,ejecutado,492365468.59,23769381
2010-01-01,Ministerio de Salud,capital,ejecutado,289919865.26,13329661.6
2011-01-01,Ministerio de Salud,capital,ejecutado,218798822.22,9580688.3
2012-01-01,Ministerio de Salud,capital,ejecutado,374133176.05,15602043
2013-01-01,Ministerio de Salud,capital,ejecutado,612717543.56,24335117.2
2014-01-01,Ministerio de Salud,capital,ejecutado,1067052959.04,40361736.2
2015-01-01,Ministerio de Salud,capital,ejecutado,1034316331.34,37260430.2
2016-01-01,Ministerio de Salud,capital,ejecutado,1621506259.06,55630977
2017-01-01,Ministerio de Salud,capital,ejecutado,2123778760.95,69394529.3
2018-01-01,Ministerio de Salud,capital,ejecutado,1458294987.31,45380778.4
2019-01-01,Ministerio de Salud,capital,ejecutado,1438573556.83,42681641.8
2005-01-01,Ministerio de Salud,corriente,ejecutado,2015823346.24,118287819.4
2006-01-01,Ministerio de Salud,corriente,ejecutado,2544707373.92,142211862.2
2007-01-01,Ministerio de Salud,corriente,ejecutado,3114003483.77,165740269.3
2008-01-01,Ministerio de Salud,corriente,ejecutado,4007683658.81,203144855.3
2009-01-01,Ministerio de Salud,corriente,ejecutado,4628827002.32,223460741.2
2010-01-01,Ministerio de Salud,corriente,ejecutado,4951521175.35,227656362.2
2011-01-01,Ministerio de Salud,corriente,ejecutado,5624501523.19,246283755.7
2012-01-01,Ministerio de Salud,corriente,ejecutado,6617124778.44,275946299.6
2013-01-01,Ministerio de Salud,corriente,ejecutado,7184683867.55,285351914.7
2014-01-01,Ministerio de Salud,corriente,ejecutado,8726523215.8,330084486.3
2015-01-01,Ministerio de Salud,corriente,ejecutado,9795361735.76,352870181.9
2016-01-01,Ministerio de Salud,corriente,ejecutado,10892944985.63,373717442.1
2017-01-01,Ministerio de Salud,corriente,ejecutado,11955520295.97,390646953.5
2018-01-01,Ministerio de Salud,corriente,ejecutado,12804766026.6,398472363.2
2019-01-01,Ministerio de Salud,corriente,ejecutado,13353235549.37,396182742.4
2005-01-01,Ministerio de Salud,total,ejecutado,2659558563.84,156061980.2
2006-01-01,Ministerio de Salud,total,ejecutado,3138282066.88,175383991.7
2007-01-01,Ministerio de Salud,total,ejecutado,3892524430.44,207176405.2
2008-01-01,Ministerio de Salud,total,ejecutado,4577653357.38,232035960.9
2009-01-01,Ministerio de Salud,total,ejecutado,5121192470.91,247230122.2
2010-01-01,Ministerio de Salud,total,ejecutado,5241441040.61,240986023.8
2011-01-01,Ministerio de Salud,total,ejecutado,5843300345.41,255864444
2012-01-01,Ministerio de Salud,total,ejecutado,6991257954.49,291548342.7
2013-01-01,Ministerio de Salud,total,ejecutado,7797401411.11,309687031.9
2014-01-01,Ministerio de Salud,total,ejecutado,9793576174.84,370446222.5
2015-01-01,Ministerio de Salud,total,ejecutado,10829678067.1,390130612.1
2016-01-01,Ministerio de Salud,total,ejecutado,12514451244.69,429348419
2017-01-01,Ministerio de Salud,total,ejecutado,14079299056.92,460041482.8
2018-01-01,Ministerio de Salud,total,ejecutado,14263061013.91,443853141.6
2019-01-01,Ministerio de Salud,total,ejecutado,14791809106.2,438864384.2
2005-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,1645637290.98,96565429.2
2006-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,1333347188,74514574.3
2007-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,1781565187.8,94822339
2008-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,1753501436.55,88882962.3
2009-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,2095262421,101150657.3
2010-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,2391311931,109945480.5
2011-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,2635043488.22,115382386.2
2012-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,2944722621.95,122800360.9
2013-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,3124895072,124110511.8
2014-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,3892775611.12,147245908.4
2015-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,4518791298.47,162785893
2016-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,6068765032,208208464
2017-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,6629292554.46,216612316
2018-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,7008337990.21,218092934.7
2019-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,7053484710.95,209272794.3
2020-01-01,Ministerio de Transporte e Infraestructura,capital,actualizado,7066223245.86,205005883.8
2005-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,73198772.27999997,4295278.7
2006-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,83008628,4638966.2
2007-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,78896741,4199214
2008-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,235228708.51,11923471.5
2009-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,252650595,12196932.2
2010-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,249652310,11478278
2011-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,265054074,11606097.5
2012-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,313298750,13065135.3
2013-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,367293108,14587669.2
2014-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,414598171.8299999,15682353.8
2015-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,460262625.0199995,16580598.1
2016-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,452818752.53999996,15535400.8
2017-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,517050960.2600002,16894654.3
2018-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,529580596.47999954,16480053.7
2019-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,545266493.4000006,16177740.1
2020-01-01,Ministerio de Transporte e Infraestructura,corriente,actualizado,541251121.2400007,15702824.6
2005-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,1718836063.26,100860708
2006-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,1416355816,79153540.5
2007-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,1860461928.8,99021553
2008-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,1988730145.06,100806433.8
2009-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,2347913016,113347589.5
2010-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,2640964241,121423758.6
2011-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,2900097562.22,126988483.6
2012-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,3258021371.95,135865496.2
2013-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,3492188180,138698181
2014-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,4307373782.95,162928262.2
2015-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,4979053923.49,179366491.1
2016-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,6521583784.54,223743864.8
2017-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,7146343514.72,233506970.3
2018-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,7537918586.69,234572988.4
2019-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,7598751204.35,225450534.4
2020-01-01,Ministerio de Transporte e Infraestructura,total,actualizado,7607474367.1,220708708.5
2005-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,1360545605.35,79836347.3
2006-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,819219442.39,45782365.3
2007-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,1511003135.28,80421896.7
2008-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,1566312506.37,79394571.7
2009-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,2047759754.39,98857423.8
2010-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,2381373217.96,109488527.8
2011-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,2629872678.55,115155968.5
2012-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,2834885751.14,118219961
2013-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,3107464277.97,123418218.2
2014-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,3881301284.05,146811887
2015-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,4502617508.99,162203245
2016-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,6066882712.15,208143885
2017-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,6628664844.9,216591805.6
2018-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,6971267254.14,216939328
2019-01-01,Ministerio de Transporte e Infraestructura,capital,ejecutado,7052331736.56,209238586.2
2005-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,73124532.47,4290922.4
2006-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,79153713.33,4423533
2007-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,73015627.81,3886196.6
2008-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,222074841.46,11256717.2
2009-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,240533782.48,11611982.3
2010-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,241048903.41,11082718.7
2011-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,263126054.12,11521674
2012-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,295992815.07,12343445.9
2013-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,356364542.97,14153622.7
2014-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,413926238.39,15656937.6
2015-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,454780980.64,16383126.2
2016-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,447625826.09,15357240.8
2017-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,509734560.44000053,16655590.7
2018-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,512921543.2,15961639.5
2019-01-01,Ministerio de Transporte e Infraestructura,corriente,ejecutado,543661705.01,16130127
2005-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,1433670137.82,84127269.7
2006-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,898373155.72,50205898.2
2007-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,1584018763.09,84308093.4
2008-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,1788387347.83,90651288.8
2009-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,2288293536.87,110469406.1
2010-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,2622422121.37,120571246.5
2011-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,2892998732.67,126677642.5
2012-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,3130878566.21,130563406.9
2013-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,3463828820.94,137571840.9
2014-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,4295227522.44,162468824.7
2015-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,4957398489.63,178586371.2
2016-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,6514508538.24,223501125.8
2017-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,7138399405.34,233247396.3
2018-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,7484188797.34,232900967.5
2019-01-01,Ministerio de Transporte e Infraestructura,total,ejecutado,7595993441.57,225368713.2
2005-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,274263172.28,16093668.452
2006-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,304666405,17026388.673
2007-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,201837520,10742635.677
2008-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,81544658,4133404.52
2009-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,23708415,1144544.824
2010-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,29854290,1372612.338
2011-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,36457866,1596404.611
2012-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,76236814.2,3179215.668
2013-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,109959281.56,4367219.506
2014-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,108574569.96,4106879.712
2015-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,99568596.35,3586880.164
2016-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,116902293.38,4010708.409
2017-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,138408483.07,4522500.98
2018-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,172948970.66,5382010.487
2019-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,105632735.13,3134061.893
2020-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,actualizado,69218243.41,2008165.702
2005-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,25696367.090000033,1507853.967
2006-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,32003446.75,1788523.822
2007-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,37455570,1993541.848
2008-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,96170153,4874753.967
2009-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,99493173.38,4803121.451
2010-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,102071994,4692969.697
2011-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,122080094.16999999,5345601.555
2012-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,162916598.14999998,6793922.423
2013-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,170028749.83999997,6752980.397
2014-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,209938230.85000002,7941003.694
2015-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,245141634.51000002,8831034.065
2016-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,231163492.95,7930805.618
2017-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,245902218.70999998,8034861.74
2018-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,230643151.00000003,7177399.512
2019-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,239634272,7109809.656
2020-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,actualizado,174374693.89000002,5058973.796
2005-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,299959539.37,17601522.419
2006-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,336669851.75,18814912.496
2007-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,239293090,12736177.525
2008-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,177714811,9008158.486
2009-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,123201588.38,5947666.276
2010-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,131926284,6065582.035
2011-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,158537960.17,6942006.166
2012-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,239153412.35,9973138.091
2013-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,279988031.4,11120199.903
2014-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,318512800.81,12047883.406
2015-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,344710230.86,12417914.229
2016-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,348065786.33,11941514.027
2017-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,384310701.78,12557362.72
2018-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,403592121.66,12559409.999
2019-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,345267007.13,10243871.55
2020-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,actualizado,243592937.3,7067139.498
2005-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,258570313.49,15172816.905
2006-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,260575065.57,14562328.738
2007-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,157095309.5,8361268.393
2008-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,66479578.7,3369773.052
2009-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,19467892.8,939829.843
2010-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,27225754.81,1251760.03
2011-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,32914191.37,1441235.394
2012-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,73322581.41,3057686.79
2013-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,90093075.75,3578199.422
2014-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,86613662.63,3276198.966
2015-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,91751546.92,3305277.123
2016-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,98728165.7,3387186.624
2017-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,120148888.31,3925868.221
2018-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,128861448.42,4010047.959
2019-01-01,Ministerio del Ambiente y de los Recursos Naturales,capital,ejecutado,104501172.44,3100489.086
2005-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,25541918.17,1498790.958
2006-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,31433686.65,1756682.58
2007-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,37201488.69,1980018.58
2008-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,85451738.18,4331449.901
2009-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,96459781.68,4656681.769
2010-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,101229754.6,4654246.01
2011-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,117007007.23,5123462.953
2012-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,159349943,6645186.33
2013-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,166978254.87,6631824.812
2014-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,206321790.18,7804210.273
2015-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,226849326.74,8172068.103
2016-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,221613774.39,7603171.87
2017-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,239202315.46999997,7815942.218
2018-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,214427129.44,6672772.061
2019-01-01,Ministerio del Ambiente y de los Recursos Naturales,corriente,ejecutado,223576564.79,6633386.811
2005-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,284112231.66,16671607.863
2006-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,292008752.22,16319011.318
2007-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,194296798.19,10341286.973
2008-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,151931316.88,7701222.953
2009-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,115927674.48,5596511.612
2010-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,128455509.41,5906006.041
2011-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,149921198.6,6564698.347
2012-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,232672524.41,9702873.119
2013-01-01,Ministerio del Ambiente y de los Recursos Naturales,total,ejecutado,257071330.62,10210024.234
